display_name,wallet_id,action_bucket,notes
MikeMoore,0x5d2f49295387e01a49f0a3e59449ceed791c4adb,copy_ready,forward_30d_core4
ELICHOU,0x312bcca3bc77bdc1d37dc6db5b9c1493de61cafe,copy_ready,forward_30d_core4
aikko,0x68d1b156197fc516c56fc95d325b3716322c3c4d,copy_ready,forward_30d_core4
sbinnala,0xc483ee2ce773ae281131382ecc6285c968b88ac8,copy_ready,forward_30d_core4
