display_name,wallet_id,action_bucket,notes
0x53,0x53ecc53e7a69aad0e6dda60264cc2e363092df91,copy_ready,frozen_v1_core
sbinnala,0xc483ee2ce773ae281131382ecc6285c968b88ac8,copy_ready,frozen_v1_core
SnowballHustle,0xe36296a42555b95e95880412387e954d84b0bd00,copy_ready,frozen_v1_core
MikeMoore,0x5d2f49295387e01a49f0a3e59449ceed791c4adb,copy_ready,frozen_v1_core
PetrGrepl,0xe7590338d435112c032e3ea51ff3d08a27a1e7ca,copy_ready,frozen_v1_core
ELICHOU,0x312bcca3bc77bdc1d37dc6db5b9c1493de61cafe,copy_ready,frozen_v1_core
aikko,0x68d1b156197fc516c56fc95d325b3716322c3c4d,copy_ready,frozen_v1_core
RobertoRubio,0x3c4c03892f47d3166ee049a48a73d4743a17dd95,copy_ready,frozen_v1_core
