wallet_id,sample_name,sample_pseudonym,primary_label,label_confidence,positive_ev_score,hft_score,yolo_score,primary_reasons,positive_ev_reasons,hft_reasons,yolo_reasons,recent_trades_window,active_days,realized_closed_trades,avg_copy_edge_net_0s,avg_copy_edge_net_15s,avg_copy_edge_net_30s,avg_copy_edge_net_60s_proxy,edge_retention_30s_from_0,edge_retention_60s_from_0_proxy,median_holding_seconds,share_closed_within_60s,fast_exit_share_30s,realized_pnl_abs,realized_pnl_pct_est,max_drawdown_abs,max_drawdown_pct_of_peak,pnl_concentration_top1_share,pnl_concentration_top5_share,rolling_3d_positive_share,trade_burstiness_cv,position_size_cv,repeat_oos_best_delay,repeat_oos_test_positive_windows
0x187365dee1866e49c87fba10734375615d5d37b6,RaphCrypto,High-Observatory,positive_ev_copyable,medium,7,3,5,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|drawdown_not_extreme,30s_edge_decays_fast|60s_proxy_edge_nearly_gone,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable|win_rate_weak,82.0,15.0,14.0,-0.0003154285714285796,0.0700046875,0.0700046875,0.21497510416666668,-221.93515058876235,-681.5333918327118,68442.0,0.07142857142857142,0.2857142857142857,20.654029999999995,0.2349916028226711,3.4730000000000008,0.16815120342131784,0.5569737191009724,0.9847253806740628,0.75,0.3910053546800341,2.1758272478803162,,
0x16ce1f954bfae560af862712fad9dd261f4ceba1,36oldtiger,Strange-Mandolin,positive_ev_copyable,low,10,3,1,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme|repeat_oos_positive,0s_edge_positive|30s_edge_decays_fast,position_size_highly_variable,351.0,15.0,55.0,0.16918318885008052,0.0256145,0.0256145,0.0256145,0.15140097650421966,0.15140097650421966,1098.0,0.07272727272727272,0.01818181818181818,658.9487002326948,0.9205979164950756,7.5,0.011381766133466113,0.07048041282416641,0.27032175001935493,1.0,0.3242610837649127,2.104763570430531,15s,4.0
0x53ecc53e7a69aad0e6dda60264cc2e363092df91,0x53eCc53E7,Informal-Index-Discovery,positive_ev_copyable,low,9,1,4,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,0s_edge_positive,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable,106.0,15.0,3.0,0.08559158354855372,0.1930316015625,0.1930316015625,0.3928753125000001,2.2552638187024376,4.590116179789253,261518.0,0.0,0.0,50.36561818181819,0.4108440466219938,0.0,0.0,0.9411043031158702,1.0,1.0,0.253139771037712,2.6092596042650826,15s,0.0
0xb9cfb65e4ed4a953a72a6ea23d834a41daba75d1,Joebama,Drab-Upward,positive_ev_copyable,low,9,1,4,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,0s_edge_positive,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable,35.0,8.0,1.0,0.025675795665265205,0.065667125,0.065667125,0.065667125,2.5575497583833777,2.5575497583833777,349898.0,0.0,0.0,9.14500000000001,0.0584439155697915,0.0,0.0,1.0,1.0,1.0,0.45803484405375416,3.356871670922142,,
0x2d27e4d20f3b8a2ee3bc861d9b83752f338676d8,interstellaar,Heavy-Topsail,positive_ev_copyable,low,8,3,3,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,30s_edge_decays_fast|60s_proxy_edge_nearly_gone,single_trade_dominates_profits|few_trades_dominate_profits,8.0,4.0,2.0,-0.016339565371000488,0.0295625781249999,0.0295625781249999,0.0295625781249999,-1.8092634322738874,-1.8092634322738874,74715.0,0.0,0.0,2.358799999999995,0.0192782979391149,0.0,0.0,0.6910293369509917,1.0,1.0,0.3535533905932738,1.4666720247966833,15s,0.0
0xf16dd3586eb9ca2b002a0498548b15439991b7f9,rocky42017,Embellished-Doorbell,positive_ev_copyable,low,8,1,4,15s_edge_positive|30s_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,0s_edge_positive,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable,91.0,15.0,1.0,0.27867231249999996,0.4836844531250001,0.4836844531250001,,1.735674594959986,,392218.0,0.0,0.0,1.5849999999999995,1.1740740740740736,0.0,0.0,1.0,1.0,1.0,0.22114958019228687,1.5570554939145236,,
0x49b5ea600756e252050dd18aaba8317724f9d249,justgoingby,Fantastic-Headline,positive_ev_copyable,low,7,3,4,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|drawdown_not_extreme,0s_edge_positive|wallet_often_exits_before_copy_can_enter,single_trade_dominates_profits|few_trades_dominate_profits|win_rate_weak,29.0,13.0,2.0,0.00026988588417089024,0.0004543124999999,0.0004543124999999,0.0004543124999999,1.6833503589696148,1.6833503589696148,185875.0,0.0,0.5,4.305163606557372,0.0374199812720969,0.0,0.0,1.0,1.0,0.5,0.17917766974850458,1.0705219383050597,,
0xbb9f224569285cb57f433bbe2e71f9b8a11b557b,rocky42014,Wry-Meatloaf,positive_ev_copyable,low,7,2,4,15s_edge_positive|30s_edge_positive|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme,30s_edge_decays_fast,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable,214.0,15.0,14.0,-0.0005117033918704827,0.019842125,0.019842125,,-38.7766141777349,,236.0,0.2857142857142857,0.0,45.64330960769728,0.0898151913066483,18.630257342657345,0.28985877440173025,0.7581145021168302,0.9803621243218412,1.0,0.5104378244643505,1.885402632702692,60s,1.0
0xcf9555cef256c96a91dd4cd6c3a159c033867865,BuckyAndLucky,Favorable-Squash,positive_ev_copyable,low,7,1,4,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|drawdown_not_extreme,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|drawdown_not_extreme,0s_edge_positive,single_trade_dominates_profits|few_trades_dominate_profits|win_rate_weak,42.0,12.0,2.0,0.13182140611915963,0.1613890390624999,0.1613890390624999,0.1613890390625,1.2243006945064194,1.22430069450642,154837.0,0.0,0.0,3.664247313019391,0.2134753497092739,0.13903268698060955,0.03655599560921351,1.0,1.0,0.5,0.3466718994895484,1.3434072379408788,15s,0.0
0x0781872fe78deb6ad8147e482952b4a5461ec4ff,Spectrum,Outlandish-Complicity,positive_ev_copyable,high,12,1,1,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive,position_size_highly_variable,1391.0,15.0,381.0,0.02665816553388448,0.0232634635611007,0.0232634635611007,0.03302495800264545,0.8726580803743279,1.2388308550589617,175114.0,0.0,0.2204724409448819,569.3438646479253,0.1256845040799686,41.281397050057535,0.0685456582286218,0.06947347378341963,0.21420867040221758,0.9230769230769231,0.4605155165879699,1.9576258851835608,15s,4.0
0x1c266db0f8529b1f25b77123e9c0c918ac2f6e31,5atka,Jam-Packed-Peace,positive_ev_copyable,high,12,1,0,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive,,1494.0,5.0,223.0,0.07276962073481023,0.0386299597167968,0.0386299597167968,0.0143911870659722,0.5308528384059269,0.1977636673195962,43888.0,0.008968609865470852,0.273542600896861,350.36167268553174,0.1914847163481027,1.9512,0.0055691023080350075,0.09012615255638008,0.27712411854375857,1.0,0.7492002286442786,1.4284273947405997,60s,3.0
0x0a1cc6071c968086e5706a1a5cc6c9746bd6efaf,0x0A1cc6071C968086e5706A1A5cC6c9746bD6EfAf-1769695284589,Tender-Year,positive_ev_copyable,high,11,3,4,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|drawdown_not_extreme|enough_valid_delay_slices,0s_edge_positive|wallet_often_exits_before_copy_can_enter,single_trade_dominates_profits|few_trades_dominate_profits|position_size_highly_variable,180.0,15.0,19.0,0.027919203302648965,0.0928618463541666,0.0928618463541666,0.15656058854166657,3.326092272316234,5.607630950085605,158676.0,0.05263157894736842,0.3684210526315789,122.50190073999993,0.1597710108453017,1.4295600000000004,0.011669696481151933,0.7738587798608442,0.9131932442225527,1.0,0.36132472314464664,2.2428979389294086,15s,4.0
0x85b9e9226c56d4f2a3ff92c56b745f42498f906d,thefakenick,Sizzling-Scallion,positive_ev_copyable,high,11,3,1,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive|wallet_often_exits_before_copy_can_enter,position_size_highly_variable,151.0,15.0,34.0,0.01011885056505647,0.0038174867788461,0.0038174867788461,0.0038174867788461,0.3772648636623873,0.3772648636623873,56627.0,0.0,0.4411764705882353,229.96579625776076,0.0521890332054364,16.318309999999997,0.07095972647040677,0.2344986251046046,0.5983823912612813,1.0,0.38604216269641517,1.7945549631661426,60s,1.0
0xdb6c64b65192be4552ac36d4bfb5583f480dee14,LBZbot2,Embellished-Attachment,positive_ev_copyable,high,11,3,0,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive|wallet_often_exits_before_copy_can_enter,,1088.0,12.0,136.0,0.0055092665661017936,0.0183773080690298,0.0183773080690298,0.0010354515306121813,3.335708637172204,0.18794725544471858,42876.0,0.0,0.41911764705882354,63.724006,0.0601247069182639,0.5030923893805337,0.00783302378585604,0.08425189614497947,0.3483247732439062,1.0,0.7532683615292554,0.7969910073383519,15s,1.0
0xc02147dee42356b7a4edbb1c35ac4ffa95f61fa8,Eatpraylove,,positive_ev_copyable,high,11,2,1,15s_edge_positive|30s_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated,15s_edge_positive|30s_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme|enough_valid_delay_slices,0s_edge_positive|60s_proxy_edge_nearly_gone,position_size_highly_variable,421.0,15.0,58.0,0.03693984286280222,0.0237284517045454,0.0237284517045454,-0.010713821646341489,0.6423538885283007,-0.2900343048597568,251048.0,0.0,0.017241379310344827,2110.024883563556,0.0388758281738287,529.4980000000014,0.25094396000948976,0.07904115384683398,0.3615692908696877,0.8181818181818182,0.44346863323044966,1.54621117137843,15s,2.0
0x74f1b8944c7b10f7239e3dda0de6b8ee42e816a8,probability,Cuddly-Folder,positive_ev_copyable,high,11,1,2,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive,few_trades_dominate_profits|position_size_highly_variable,475.0,15.0,19.0,0.02901133978854373,0.0328924917279412,0.0328924917279412,0.047256941406249975,1.1337805136779686,1.6289127544847564,228690.0,0.0,0.0,134.87055416795044,0.1822757416227284,7.385679999999994,0.054698549261427136,0.4362069833806086,0.9309285172032968,1.0,0.40077487273400575,3.794555333841988,15s,0.0
0x8a7b576b7a53ef54876f9eca18bcd84f12d8782f,0xB16B00B5,Sardonic-Cue,positive_ev_copyable,high,11,1,1,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok,15s_edge_positive|30s_edge_positive|60s_proxy_edge_positive|delay_retention_30_ok|rolling_consistency_ok|win_rate_ok|pnl_not_single_trade_dominated|drawdown_not_extreme,0s_edge_positive,position_size_highly_variable,129.0,15.0,19.0,0.006680697229375508,0.0133460781249999,0.0133460781249999,0.00881684895833324,1.9977073749602408,1.3197498188609593,220174.0,0.0,0.2631578947368421,158.43925103074915,0.1483254087837118,1.677599999999984,0.010588285346504219,0.26659609176194304,0.7316275216460104,1.0,0.29963020294709597,7.237383016480717,,
