wallet,positions,entry_notional_usdc,realized_net_pnl_usdc,open_mtm_net_pnl_usdc,combined_net_pnl_usdc
0x5d2f49295387e01a49f0a3e59449ceed791c4adb,35.0,3249.054286,392.5569560073518,330.09044243189385,722.6473984392456
0x312bcca3bc77bdc1d37dc6db5b9c1493de61cafe,36.0,3009.9392980000002,678.277862979322,-331.0863047503849,347.19155822893697
0x68d1b156197fc516c56fc95d325b3716322c3c4d,61.0,5777.744381999999,-149.23697682893166,372.35632810253355,223.11935127360184
0xc483ee2ce773ae281131382ecc6285c968b88ac8,40.0,3045.9280999999996,-211.68851101369376,340.39623412771067,128.7077231140168
